,Reference,Subject,Subject_link,Closing Date
744,2191EM18T,Triennial Term Contract for Engineering Maintenance Services and Other Supporting Services for Electronics Installations of the Global Maritime Distress and Safety System (GMDSS) and Vessel Traffic Services System (VTSS) of the Marine Department of the Government of the Hong Kong Special Administrative Region.,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1617.html,15.2.2019
745,1483EM18T,Triennial Term Contract for Maintenance of Security and Electronic Systems at Hong Kong Boundary Crossing Facilities at Hong Kong Zhuhai Macao Bridge and other Airport Engineering Services Venues,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1616.html,1.2.2019
746,2547EM17T,"Quadrennial Term Contract for Maintenance of Electric Lock Security System, Closed-circuit Television System and Public Address System at Lo Wu Correctional Institution",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1610.html,1.2.2019
747,Q1794,Provision of Secretariat Services for the Scheme on Installation of Small-Scaled Distributed Renewable Energy (RE) Systems,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1628.html,1.2.2019
748,2667EM18T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government ofthe Hong Kong Special Administrative Region (Package One of TO18E),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1605.html,25.1.2019
749,2852EM18A,Prequalification for Design-Build-Operate Contract for the Additional District Cooling System (DCS) at the Kai Tak Development (KTD),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1614.html,25.1.2019
750,2832EM17T,"Triennial Term Contract for Maintenance of Air-side of Heating, Ventilation and Air-conditioning Installation for Passenger Clearance Building (PCB) of Hong Kong Boundary Crossing Facilities (HKBCF) at Hong Kong Zhuhai Macao Bridge and Heating, Ventilation and Air-conditioning Installation for Auxiliary Buildings of HKBCF, Hong Kong Link Road and Other Airport Engineering Services Venues",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1613.html,25.1.2019
751,1478EM18T,Triennial Term Contract for Maintenance of Fire Services Installations for Hong Kong Crossing Facilities (HKBCF) and Hong Kong Link Road (HKLR) at Hong Kong Zhuhai Macao Bridge,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1612.html,25.1.2019
752,2163EM18T,Triennial Term Contract for Maintenance of SCADA System of Hong Kong Boundary Crossing Facilities (HKBCF) at Hong Kong Zhuhai Macao Bridge,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1611.html,18.1.2019
753,Q1828,Provision of Assessment Services for Energy Saving Championship Scheme 2018,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1620.html,15.1.2019
754,1292EM18T,"Quadrennial Term Contract for Maintenance of Water-side System of Heating, Ventilation and Air-conditioning Installations for Hong Kong Boundary Crossing Facilities (HKBCF) at Hong Kong Zhuhai Macao Bridge",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1594.html,4.1.2019
755,1957EM18T,"Triennial Term Contract for Operation and Maintenance of Air-conditioning, Electrical, Mechanical and Building Services in Yan Chai Hospital",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1603.html,28.12.2018
756,1489EM18T,Quadrennial Term Contract for Maintenance of Main Power Supply and Distribution Equipment for Hong Kong Boundary Crossing Facilities (HKBCF) and Hong Kong Link Road (HKLR) at Hong Kong Zhuhai Macao Bridge,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1602.html,28.12.2018
757,1491EM18T,Triennial Term Contract for Maintenance of Electrical Installations and UPS Systems for Hong Kong Boundary Crossing Facilities (HKBCF) and Hong Kong Link Road (HKLR) at Hong Kong Zhuhai Macao Bridge,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1601.html,28.12.2018
758,Q1800,Provision of Assessment Services for Energy Saving Championship Scheme 2018,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1607.html,18.12.2018
759,2722EM18W,Conversion of Air Cooled Chillers to Water Cooled Chillers at Water Supplies Department Kowloon East Regional Building,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1606.html,14.12.2018
760,2373EM17W,Provision of Closed Circuit Television System at Liantang / Heung Yuen Wai Boundary Control Point,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1604.html,14.12.2018
761,1310EM18T,Biennial Term Contract for the Maintenance and Improvement of Electrical and Mechanical Installations for Hospitals and Clinics in New Territories East Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1586.html,14.12.2018
762,EMSSSD0418,Supply of Computer Software to the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1596.html,10.12.2018
763,1198EM15W,Provision of Electric Locks Security System and high security locks in Tai Lam Centre for Women for Correctional Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1598.html,7.12.2018
764,2350EM18T,"Triennial Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for Fire Services Department in the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1593.html,30.11.2018
765,1199EM17T,Five-year Term Contract for Provision of Maintenance and Modification Works of Traffic Control and Surveillance System of Tolo-Highway,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1592.html,30.11.2018
766,1010EM18T,Triennial Term Contract for Maintenance of Digital Red Light Camera System (Phase III) for Hong Kong Police Force,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1590.html,30.11.2018
767,1004EM18T,Triennial Term Contract for Maintenance of Speed Enforcement Camera System (Phase II) for Hong Kong Police Force,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1589.html,30.11.2018
768,1960EM18T,"Triennial Term Contract for Building Services Fitting-out, Replacement and Improvement Works for Hospital Authority Building and Kowloon Hospital and Nearby Health Services Venues",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1587.html,30.11.2018
769,1580EM17W,Replacement of CCTV System for Tung Tau Correctional Institution of Correctional Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1585.html,9.11.2018
770,2115EM18W,Replacement of 2 Sets of Water Cooled Chiller at Queensway Government Offices,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1588.html,2.11.2018
771,2BBDD18001,Provision of SAP Enterprise Support Service in Year 2019 to the Electrical and Mechanical Services Trading Fund,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1396.html,16.10.2018
772,2307EM17T,"Triennial Term Contract for Repairs, Operation and Maintenance to Boilers, Hot Water Installations, Steam Related Equipment and Accessories in Various Health Care Institutions in Kowloon",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1582.html,12.10.2018
773,1814EM18W,High Efficiency Chiller and Associated Retrofitting Works in Lam Tin Polyclinic and Yung Fung Shee Memorial Centre,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1583.html,28.9.2018
774,1819EM18T,"Triennial Term Contract for Building Services Fitting-out, Replacement and Improvement Works for Queen Elizabeth Hospital and Nearby Health Services Venues",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1575.html,28.9.2018
775,2047EM18T,"Triennial Term Contract for Electrical Works in Change of Tenancy in Government Quarters in the Hong Kong Island, Kowloon & New Territories",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1580.html,21.9.2018
776,Q1714,Provision of Maintenance Services (Hong Kong LEAP Model),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1581.html,18.9.2018
777,1420EM18T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of OT18),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1574.html,14.9.2018
778,1541EM18T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of FT18),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1573.html,14.9.2018
779,1382EM18W,Improvement Works for Air-Conditioning Systems at Immigration Service Institute of Training and Development (ISITD) and Castle Peak Bay Immigration Centre (CIC),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1584.html,7.9.201828.9.2018
780,2580EM17T,"Triennial Term Contract for Maintenance and Repair of Electrical and Floodlight Installations for Hong Kong Police Force, Correctional Services Department, Highways Department, Transport Department, Hong Kong Independent Commision Against Corruption and Security Bureau in the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1556.html,7.9.2018
781,1211EM18T,"Triennial Term Contract for the Maintenance, Repair, Alterations, Additions and Improvement for Broadcast Reception Installation and Satellite Master Antenna Television System for the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1572.html,31.8.2018
782,1035EM18T,"Triennial Term Contract for Building Services Fitting-out, Replacement and Improvement Works for Health Sector Venues in Hong Kong West Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1570.html,24.8.2018
783,1158EM18W,Retrofitting of Seawater-cooled Chillers in Tuen Mun Hospital,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1568.html,17.8.2018
784,2419EM17T,"Biennial Term Contract for Maintenance and Improvement of Heating, Ventilation and Air-conditioning Installations for Hospitals and Clinics in New Territories East Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1566.html,17.8.2018
785,1194EM18T,Quadrennial Term Contract for Comprehensive Maintenance of Pumping Installations at Correctional Services Department and Other Disciplined Services Venues,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1564.html,17.8.2018
786,Q1735,Provision of Event Management Service for Energy Saving Championship Scheme 2018,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1571.html,7.8.2018
787,1630EM18T,"Triennial Term Contract for the Maintenance and Repair of, Alteration, Addition and Improvement Works to Electrical and Floodlighting Installations on Hong Kong Island and Outlay Islands (South) in the Government Properties Maintained by Hong Kong Maintenance Sub-division of General Engineering Services Division",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1560.html,3.8.2018
