,ref,department,description,awardee,award_date,sum,period,url,start,end
902,1002EM12T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Six),"Fujitec (HK) Company, Limited",2012-09-01 00:00:00,"Fujitec (HK) Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
903,1037EM11T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Two),Schindler Lifts (Hong Kong) Limited,2012-08-01 00:00:00,Schindler Lifts (Hong Kong) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
904,1036EM11T,Electrical and Mechanical Services Department,Four-year Term Contract for the Maintenance of Fixed X-ray Vehicle Inspection System at Lok Ma Chau Boundary Crossing,Rapiscan Systems Pte Limited,2012-08-01 00:00:00,Rapiscan Systems Pte Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
905,1035EM11W,Electrical and Mechanical Services Department,Supply and Installation of Display and Data Network Systems at Kai Tak Cruise Terminal,Roctec Technology Limited,2012-08-01 00:00:00,Roctec Technology Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
906,1030EM11W,Electrical and Mechanical Services Department,Supply and Installation of Closed Circuit Television Systems at Kai Tak Cruise Terminal,UniVision Engineering Limited,2012-08-01 00:00:00,UniVision Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
907,1024EM11T,Electrical and Mechanical Services Department,"Biennial Term Contract for the Supply and Installation of Public Address Systems, Auxiliary Equipment & Emergency Call-out System for the Government of the HKSAR","Shun Tung Electric Company, Limited",2012-08-01 00:00:00,"Shun Tung Electric Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
908,1021EM11T,Electrical and Mechanical Services Department,"Five-year Term Contract for Provision of Maintenance, Modification and Installation Works on Hong Kong Area Traffic Control System",Thorn Security (Hong Kong) Limited,2012-08-01 00:00:00,Thorn Security (Hong Kong) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
909,1020EM11T,Electrical and Mechanical Services Department,"Triennial Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations in TSCSD venues (Closed Area) for the Government of the HKSAR","Young's Engineering Company, Limited",2012-08-01 00:00:00,"Young's Engineering Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
910,1019EM11T,Electrical and Mechanical Services Department,"Triennial Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations in TSCSD Venues for the Government of the Hong Kong Special Administrative Region","Young's Engineering Company, Limited",2012-08-01 00:00:00,"Young's Engineering Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
911,1012EM11W,Electrical and Mechanical Services Department,Replacement of Air-Conditioning Systems at Tuen Mun Law Courts Building and Tuen Mun Government Storage Centre,"Wenden Engineering Service Company, Limited",2012-08-01 00:00:00,"Wenden Engineering Service Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
912,1003EM12T,Electrical and Mechanical Services Department,Triennial Term Contract for the Maintenance of Medical Gas Pipeline Systems,UniVision Engineering Limited,2012-08-01 00:00:00,UniVision Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
913,1039EM11T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Arsenal House, Police Headquarters, Wan Chai",ThyssenKrupp Elevator (HK) Limited,2012-07-01 00:00:00,ThyssenKrupp Elevator (HK) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
914,1038EM11T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Three),Mitsubishi Elevator Hong Kong Company Limited,2012-06-01 00:00:00,Mitsubishi Elevator Hong Kong Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
915,1032EM10,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Eleven),Kone Elevator (HK) Limited,2012-06-01 00:00:00,Kone Elevator (HK) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
916,1027EM11T,Electrical and Mechanical Services Department,Triennial Contract for Operation and Maintenance of Electrical and Mechanical Installations for Municipal Venues in New Territories,Interlite (Asia) Limited,2012-06-01 00:00:00,Interlite (Asia) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
917,1026EM11T,Electrical and Mechanical Services Department,Triennial Term Contract for Operation and Maintenance of Air-conditioning Installations and other Facilities for Municipal Venues in Kowloon,Westco Airconditioning Limited,2012-06-01 00:00:00,Westco Airconditioning Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
918,1025EM11W,Electrical and Mechanical Services Department,Retrofitting of Air-Conditioning System for Cheung Sha Wan Government Offices,Selective,2012-06-01 00:00:00,Selective,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
919,1001EM11,Electrical and Mechanical Services Department,Operation and Maintenance of Animal Waste Composting Plant at Ngau Tam Mei and Collection Services,Waylung Waste Services Limited,2012-06-01 00:00:00,Waylung Waste Services Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
920,1007EM11W,Electrical and Mechanical Services Department,Replacement of Air Conditioning Units at Terminal Building in Lo Wu Control Point,Selective,2012-05-01 00:00:00,Selective,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
921,1014EM11W,Electrical and Mechanical Services Department,Supply and Installation of radio re-broadcasting system for digital audio broadcasting at 11 government road tunnels,Open,2012-01-01 00:00:00,Open,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
922,1040EM10,Electrical and Mechanical Services Department,"18-Month Term Contract for Building Services Fitting-out, Replacement and Improvement Works to Health Sector Venues in Hong Kong Region, Health Sector Division, Electrical & Mechanical Services Department",Selective,2011-12-01 00:00:00,Selective,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
923,1015EM10,Electrical and Mechanical Services Department,Supply and Installation of Digital Speed Enforcement Camera System in Tsing Ma Control Area and Tsing Sha Control Area,Open,2011-11-01 00:00:00,Open,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
924,1004EM11,Electrical and Mechanical Services Department,"Replacement of Lightings for Public Transport Interchange (PTI), Footbridge, Subway and Covered Walkway for HyD (PLP 10/11 Batch 1 & 2)",GTECH Services (Hong Kong) Limited,2011-11-01 00:00:00,GTECH Services (Hong Kong) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
925,1007EM10,Electrical and Mechanical Services Department,Traffic Control and Surveillance System for Widening of Tolo Highway /Fanling Highway between Ma Liu Shui Interchange and Tai Hang,Open,2011-09-01 00:00:00,Open,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
926,1028EM10,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Seven),Open,2011-06-01 00:00:00,Open,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
927,1029EM10,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Eight),Open,2011-05-01 00:00:00,Open,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
928,1017EM10,Electrical and Mechanical Services Department,Design-Build-Operate a District Cooling System (Phase II Works) at Kai Tak Development,"Hong Kong District Cooling, DHY Joint Venture",2011-03-01 00:00:00,"Hong Kong District Cooling, DHY Joint Venture",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
929,1056EM2005,Electrical and Mechanical Services Department,Central Command System for Versatile Maritime Policing Response,PCCW-HKT Business Services Limited,2007-06-01 00:00:00,PCCW-HKT Business Services Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
0,Contract E3003,Hong Kong Airport Authority,Provision of Information Security Services and Security Risk Assessment and Audit                         (SRAA) Services for the Hong Kong International Airport,Yearfull Contracting Limited,2026-08-06 00:00:00,"HK$42,202,625",,https://www.hongkongairport.com/en/airport-authority/tender-notices/PRO_T112_26_SC_Award#nca,,
1,PRO/T050/26/TT,Hong Kong Airport Authority,Provision of Apron Cleaning Services at Hong Kong International Airport,EcoSmart Energy Management Limited,2026-08-05 00:00:00,23944041,,https://www.hongkongairport.com/en/airport-authority/tender-notices/PRO_T058_26_HC_award#nca,,
2,Contract E3002,Hong Kong Airport Authority,Contract T25W016 Provision of Photovoltaic System in HKIA (Phase 1),China Harbour Engineering Company Limited,2026-08-05 00:00:00,"HK$75,924,123",,https://www.hongkongairport.com/en/airport-authority/tender-notices/PRO_T050_26_TT_award#nca,,
3,PRO/T058/26/HC,Hong Kong Airport Authority,Bus Terminus at SkyPier Terminal,Baguio Cleaning Services Company Limited,2026-07-22 00:00:00,126490000,,https://www.hongkongairport.com/en/airport-authority/tender-notices/E3002_NOA#nca,,
4,PRO/T112/26/SC,Hong Kong Airport Authority,"Term Contract T26M202 Maintenance, Improvement and Refurbishment Works for Underwater                         Facilities",NyxLab Limited,2026-07-20 00:00:00,2000000,,https://www.hongkongairport.com/en/airport-authority/tender-notices/PRO_T196_26_MP_award#nca,,
5,PRO/T189/26/MP,Hong Kong Airport Authority,"Term Contract T26M222 Maintenance, Improvement and Refurbishment Works for Car Park                         and Vehicle Access Control System",PCCW Technical Services Limited,2026-07-15 00:00:00,30070000,,https://www.hongkongairport.com/en/airport-authority/tender-notices/PRO_T189_26_MP_award#nca,,
